date_ref,district_ref,total_cases,total_cured,total_deaths,increase_cases,percent_increase_cases
23,66,56763,56658,507,3,0.0053
23,67,51594,51316,474,0,0.0
23,68,46134,46120,525,0,0.0
23,69,63822,63681,499,0,0.0
23,70,61533,61359,605,0,0.0
23,71,93400,93005,826,0,0.0
23,72,33440,33281,481,0,0.0
23,73,92374,92074,950,0,0.0
23,74,101572,101192,1334,0,0.0
23,75,60434,60455,596,0,0.0
23,76,83082,83327,704,0,0.0
23,77,134891,134613,1494,0,0.0
24,1,620071,624851,3990,3,0.0005
24,2,44697,44585,468,0,0.0
24,3,45871,46212,243,0,0.0
24,4,73688,73673,582,0,0.0
24,5,46684,46503,429,0,0.0
24,6,31510,31445,293,0,0.0
24,7,52962,53098,437,0,0.0
24,8,60966,60955,601,0,0.0
24,9,44498,44425,351,0,0.0
24,10,93482,94239,411,0,0.0
24,11,73766,74539,305,0,0.0
24,12,50287,50654,282,0,0.0
24,13,21453,21373,236,0,0.0
24,14,85629,86550,796,1,0.0012
24,15,23162,23071,250,0,0.0
24,16,39553,39398,438,0,0.0
24,17,33233,33127,292,0,0.0
24,18,21465,21465,246,0,0.0
24,19,31737,31558,385,1,0.0032
24,20,43081,42837,541,0,0.0
24,21,22404,22296,228,0,0.0
24,22,36018,36049,447,0,0.0
24,23,93163,93276,730,0,0.0
24,24,32326,32166,318,0,0.0
24,25,36729,36580,315,0,0.0
24,26,23382,23237,284,0,0.0
24,27,20263,20190,293,0,0.0
24,28,30356,30070,634,0,0.0
24,29,39097,39030,579,0,0.0
24,30,31771,31488,506,0,0.0
24,31,52776,52461,612,0,0.0
24,32,51186,50966,556,1,0.002
24,33,50758,50813,526,0,0.0
24,34,31901,31688,380,0,0.0
24,35,43655,43481,540,0,0.0
24,36,50731,50515,503,0,0.0
24,37,54663,54495,465,1,0.0018
24,38,42260,42126,451,0,0.0
24,39,39919,39743,424,0,0.0
24,40,79021,79073,553,0,0.0
24,41,31708,31745,240,1,0.0032
24,42,83432,83213,580,0,0.0
24,43,35682,35554,325,0,0.0
24,44,49357,48914,577,0,0.0
24,45,39160,39015,287,0,0.0
24,46,50732,50570,601,0,0.0
24,47,48400,48305,409,0,0.0
24,48,83791,83894,664,0,0.0
24,49,46465,46345,440,0,0.0
24,50,64769,64579,525,0,0.0
24,51,40590,40687,428,0,0.0
24,52,47869,47956,448,0,0.0
24,53,30701,30661,280,0,0.0
24,54,42299,42187,385,0,0.0
24,55,51359,51424,384,0,0.0
24,56,46828,46557,598,0,0.0
24,57,175457,175411,1459,3,0.0017
24,58,99927,99680,812,1,0.001
24,59,45857,45442,556,0,0.0
24,60,64675,64104,774,0,0.0
24,61,41709,41253,569,0,0.0
24,62,44629,44420,626,0,0.0
24,63,12720,12590,183,0,0.0
24,64,107957,107592,1026,0,0.0
24,65,48923,48663,427,0,0.0
24,66,56763,56658,507,0,0.0
24,67,51594,51316,474,0,0.0
24,68,46134,46121,525,0,0.0
24,69,63822,63682,499,0,0.0
24,70,61533,61360,605,0,0.0
24,71,93400,93006,826,0,0.0
24,72,33440,33281,481,0,0.0
24,73,92374,92075,950,0,0.0
24,74,101572,101194,1334,0,0.0
24,75,60434,60455,596,0,0.0
24,76,83082,83327,704,0,0.0
24,77,134891,134613,1494,0,0.0
25,1,620071,624855,3990,0,0.0
25,2,44697,44586,468,0,0.0
25,3,45871,46212,243,0,0.0
25,4,73688,73675,582,0,0.0
25,5,46684,46503,429,0,0.0
25,6,31510,31445,293,0,0.0
25,7,52962,53098,437,0,0.0
25,8,60966,60956,601,0,0.0
25,9,44498,44425,351,0,0.0
25,10,93482,94239,411,0,0.0
25,11,73766,74539,305,0,0.0
25,12,50287,50654,282,0,0.0
25,13,21453,21373,236,0,0.0
25,14,85629,86552,796,0,0.0
25,15,23162,23071,250,0,0.0
25,16,39553,39398,438,0,0.0
25,17,33233,33127,292,0,0.0
25,18,21465,21465,246,0,0.0
25,19,31737,31558,385,0,0.0
25,20,43081,42837,541,0,0.0
25,21,22404,22297,228,0,0.0
25,22,36018,36049,447,0,0.0
25,23,93163,93276,730,0,0.0
25,24,32326,32166,318,0,0.0
25,25,36729,36580,315,0,0.0
25,26,23382,23237,284,0,0.0
25,27,20263,20190,293,0,0.0
25,28,30356,30070,634,0,0.0
25,29,39097,39030,579,0,0.0
25,30,31771,31488,506,0,0.0
25,31,52776,52461,612,0,0.0
25,32,51186,50966,556,0,0.0
25,33,50758,50813,526,0,0.0
25,34,31901,31688,380,0,0.0
25,35,43655,43482,540,0,0.0
25,36,50731,50515,503,0,0.0
25,37,54663,54495,465,0,0.0
25,38,42260,42126,451,0,0.0
25,39,39919,39743,424,0,0.0
25,40,79021,79073,553,0,0.0
25,41,31708,31745,240,0,0.0
25,42,83432,83214,580,0,0.0
25,43,35682,35554,325,0,0.0
25,44,49357,48914,577,0,0.0
25,45,39160,39015,287,0,0.0
25,46,50732,50570,601,0,0.0
25,47,48400,48306,409,0,0.0
25,48,83791,83894,664,0,0.0
25,49,46465,46345,440,0,0.0
25,50,64769,64580,525,0,0.0
25,51,40590,40687,428,0,0.0
25,52,47869,47956,448,0,0.0
25,53,30701,30661,280,0,0.0
25,54,42299,42187,385,0,0.0
25,55,51359,51424,384,0,0.0
25,56,46828,46558,598,0,0.0
25,57,175457,175413,1459,0,0.0
25,58,99927,99681,812,0,0.0
25,59,45857,45442,556,0,0.0
25,60,64675,64104,774,0,0.0
25,61,41709,41254,569,0,0.0
25,62,44629,44420,626,0,0.0
25,63,12720,12590,183,0,0.0
25,64,107957,107592,1026,0,0.0
25,65,48923,48665,427,0,0.0
25,66,56763,56659,507,0,0.0
25,67,51594,51317,474,0,0.0
25,68,46134,46122,525,0,0.0
25,69,63822,63682,499,0,0.0
25,70,61533,61362,605,0,0.0
25,71,93400,93006,826,0,0.0
25,72,33440,33282,481,0,0.0
25,73,92374,92078,950,0,0.0
25,74,101572,101194,1334,0,0.0
25,75,60434,60455,596,0,0.0
25,76,83082,83327,704,0,0.0
25,77,134891,134615,1494,0,0.0
26,1,620071,624859,3990,0,0.0
26,2,44697,44586,468,0,0.0
26,3,45871,46212,243,0,0.0
26,4,73688,73675,582,0,0.0
26,5,46684,46503,429,0,0.0
26,6,31510,31445,293,0,0.0
26,7,52962,53098,437,0,0.0
26,8,60966,60957,601,0,0.0
26,9,44498,44425,351,0,0.0
26,10,93482,94239,411,0,0.0
26,11,73766,74539,305,0,0.0
26,12,50287,50654,282,0,0.0
26,13,21453,21373,236,0,0.0
26,14,85629,86552,796,0,0.0
26,15,23162,23071,250,0,0.0
26,16,39553,39398,438,0,0.0
26,17,33233,33127,292,0,0.0
26,18,21465,21465,246,0,0.0
26,19,31737,31558,385,0,0.0
26,20,43081,42837,541,0,0.0
26,21,22404,22297,228,0,0.0
26,22,36018,36049,447,0,0.0
26,23,93163,93276,730,0,0.0
26,24,32326,32166,318,0,0.0
26,25,36729,36580,315,0,0.0
26,26,23382,23237,284,0,0.0
26,27,20263,20190,293,0,0.0
26,28,30356,30070,634,0,0.0
26,29,39097,39030,579,0,0.0
26,30,31771,31488,506,0,0.0
26,31,52778,52461,612,2,0.0038
26,32,51186,50966,556,0,0.0
26,33,50758,50813,526,0,0.0
26,34,31901,31688,380,0,0.0
26,35,43655,43482,540,0,0.0
26,36,50731,50515,503,0,0.0
26,37,54663,54496,465,0,0.0
26,38,42260,42126,451,0,0.0
26,39,39919,39743,424,0,0.0
26,40,79021,79073,553,0,0.0
26,41,31708,31745,240,0,0.0
26,42,83432,83214,580,0,0.0
26,43,35682,35554,325,0,0.0
26,44,49357,48914,577,0,0.0
26,45,39160,39015,287,0,0.0
26,46,50732,50570,601,0,0.0
26,47,48400,48306,409,0,0.0
26,48,83791,83894,664,0,0.0
26,49,46465,46345,440,0,0.0
26,50,64769,64580,525,0,0.0
26,51,40590,40687,428,0,0.0
26,52,47869,47956,448,0,0.0
26,53,30701,30661,280,0,0.0
26,54,42299,42188,385,0,0.0
26,55,51359,51425,384,0,0.0
26,56,46828,46558,598,0,0.0
26,57,175457,175416,1459,0,0.0
26,58,99927,99681,812,0,0.0
26,59,45857,45442,556,0,0.0
26,60,64675,64104,774,0,0.0
26,61,41709,41254,569,0,0.0
26,62,44629,44420,626,0,0.0
26,63,12720,12590,183,0,0.0
26,64,107957,107593,1026,0,0.0
26,65,48923,48665,427,0,0.0
26,66,56763,56659,507,0,0.0
26,67,51594,51317,474,0,0.0
26,68,46134,46122,525,0,0.0
26,69,63822,63682,499,0,0.0
26,70,61533,61362,605,0,0.0
26,71,93400,93007,826,0,0.0
26,72,33440,33282,481,0,0.0
26,73,92374,92078,950,0,0.0
26,74,101572,101194,1334,0,0.0
26,75,60434,60455,596,0,0.0
26,76,83082,83327,704,0,0.0
26,77,134891,134615,1494,0,0.0
